num_cancion,ngramas,pad,recurrente,transformer
6549,Z,K,K,K
6550,Z,P,P,P
6551,Z,K,K,K
6552,Z,P,P,P
6553,Z,K,K,K
6554,Z,K,K,K
6555,Z,P,P,P
6556,Z,K,P,K
6557,Z,P,P,P
6558,Z,K,K,K
6559,Z,K,K,K
6560,Z,P,P,P
6561,Z,K,K,P
6562,Z,K,K,K
6563,Z,P,P,P
6564,Z,K,K,K
6565,Z,P,K,P
6566,Z,K,K,K
6567,Z,K,K,K
6568,Z,P,P,K
6569,Z,P,K,P
6570,Z,K,K,K
6571,Z,P,P,K
6572,Z,P,P,P
6573,Z,K,K,K
6574,Z,P,P,P
6575,Z,P,P,P
6576,Z,P,P,P
6577,Z,K,K,K
6578,Z,P,P,P
6579,Z,P,P,P
6580,Z,K,K,K
6581,Z,P,P,P
6582,Z,K,K,K
6583,Z,K,K,K
6584,Z,K,K,P
6585,Z,K,K,K
6586,Z,P,K,K
6587,Z,P,P,P
6588,Z,P,P,K
6589,Z,K,K,K
6590,Z,K,K,P
6591,Z,K,K,K
6592,Z,P,P,P
6593,Z,P,P,P
6594,Z,K,K,P
6595,Z,K,K,K
6596,Z,P,P,K
6597,Z,K,K,P
6598,Z,P,K,P
6599,Z,P,K,K
6600,Z,P,P,P
6601,Z,P,K,P
6602,Z,P,P,K
6603,Z,P,P,P
6604,Z,K,P,P
6605,Z,K,K,P
6606,Z,P,P,K
6607,Z,K,K,K
6608,Z,P,K,P
6609,Z,K,K,K
6610,Z,P,K,K
6611,Z,P,K,K
6612,Z,P,P,K
6613,Z,K,K,K
6614,Z,K,K,K
6615,Z,K,K,K
6616,Z,P,P,K
6617,Z,K,P,K
6618,Z,K,K,K
6619,Z,K,K,P
6620,Z,K,K,K
6621,Z,P,P,P
6622,Z,P,K,K
6623,Z,P,K,K
6624,Z,P,K,P
6625,Z,P,P,P
6626,Z,P,P,P
6627,Z,P,P,K
6628,Z,K,K,K
6629,Z,P,P,P
6630,Z,K,K,P
6631,Z,P,P,P
6632,Z,P,P,P
6633,Z,P,P,P
6634,Z,P,P,K
6635,Z,P,P,P
6636,Z,P,P,P
6637,Z,K,K,K
6638,Z,P,P,P
6639,Z,K,K,P
6640,Z,K,K,K
6641,Z,P,P,P
6642,Z,K,K,K
6643,Z,K,K,K
6644,Z,K,P,K
6645,Z,K,K,K
6646,Z,P,P,K
6647,Z,K,K,K
6648,Z,P,K,K
6649,Z,P,P,P
6650,Z,P,K,P
6651,Z,P,K,P
6652,Z,K,K,K
6653,Z,K,K,P
6654,Z,P,P,P
6655,Z,K,K,K
6656,Z,K,K,K
6657,Z,K,K,K
6658,Z,K,K,K
6659,Z,P,K,P
6660,Z,P,K,K
6661,Z,K,K,K
6662,Z,P,P,P
6663,Z,P,K,K
6664,Z,K,K,K
6665,Z,K,K,K
6666,Z,P,K,K
6667,Z,P,P,P
6668,Z,P,K,K
6669,Z,P,P,K
6670,Z,P,P,P
6671,Z,P,K,P
6672,Z,K,K,K
6673,Z,K,K,K
6674,Z,K,K,K
6675,Z,K,K,P
6676,Z,K,P,K
6677,Z,P,K,P
6678,Z,P,P,P
6679,Z,P,P,P
6680,Z,P,P,P
6681,Z,K,K,K
6682,Z,K,K,P
6683,Z,P,P,K
6684,Z,P,P,P
6685,Z,P,K,K
6686,Z,P,P,P
6687,Z,P,P,P
6688,Z,P,K,K
6689,Z,K,P,P
6690,Z,K,K,P
6691,Z,P,K,K
6692,Z,P,K,K
6693,Z,P,P,P
6694,Z,K,P,K
6695,Z,K,K,K
6696,Z,K,K,K
6697,Z,P,K,P
6698,Z,K,K,K
6699,Z,K,K,K
6700,Z,P,P,P
6701,Z,K,P,K
6702,Z,K,K,K
6703,Z,K,K,K
6704,Z,K,K,K
6705,Z,P,P,P
6706,Z,P,K,P
6707,Z,K,K,P
6708,Z,K,K,K
6709,Z,P,K,P
6710,Z,K,K,K
6711,Z,P,P,K
6712,Z,P,K,P
6713,Z,P,P,K
6714,Z,P,K,P
6715,Z,K,P,K
6716,Z,K,P,P
6717,Z,K,K,K
6718,Z,K,P,K
6719,Z,P,K,P
6720,Z,K,K,P
6721,Z,K,K,K
6722,Z,P,P,P
6723,Z,K,K,K
6724,Z,K,K,K
6725,Z,K,P,P
6726,Z,K,P,P
6727,Z,K,K,K
6728,Z,P,K,K
6729,Z,K,K,P
6730,Z,K,K,K
6731,Z,P,P,P
6732,Z,K,K,P
6733,Z,P,P,K
6734,Z,P,K,P
6735,Z,P,K,P
6736,Z,P,P,P
6737,Z,K,K,P
6738,Z,K,K,P
6739,Z,K,K,K
6740,Z,P,P,P
6741,Z,K,K,K
6742,Z,K,K,K
6743,Z,P,P,K
6744,Z,K,K,P
6745,Z,K,K,K
6746,Z,K,K,K
6747,Z,K,K,K
6748,Z,K,K,K
6749,Z,P,P,P
6750,Z,K,K,K
6751,Z,K,K,K
6752,Z,P,P,P
6753,Z,P,K,P
6754,Z,K,K,K
6755,Z,K,K,K
6756,Z,K,P,P
6757,Z,K,K,K
6758,Z,K,K,P
6759,Z,P,P,K
6760,Z,K,K,P
6761,Z,K,K,K
6762,Z,K,K,K
6763,Z,K,K,K
6764,Z,P,P,P
6765,Z,P,P,P
6766,Z,P,P,K
6767,Z,K,K,K
6768,Z,P,P,K
6769,Z,P,K,P
6770,Z,K,K,K
6771,Z,K,K,K
6772,Z,P,P,P
6773,Z,P,P,P
6774,Z,P,K,K
6775,Z,P,P,P
6776,Z,P,K,P
6777,Z,P,P,P
6778,Z,P,P,P
6779,Z,K,K,K
6780,Z,K,K,K
6781,Z,P,P,K
6782,Z,P,P,P
6783,Z,K,K,K
6784,Z,P,K,K
6785,Z,K,K,K
6786,Z,P,P,K
6787,Z,K,K,P
6788,Z,P,P,P
6789,Z,K,K,K
6790,Z,P,P,P
6791,Z,K,K,K
6792,Z,K,K,K
6793,Z,P,P,P
6794,Z,P,P,P
6795,Z,K,P,K
6796,Z,K,K,K
6797,Z,P,P,P
6798,Z,P,P,P
6799,Z,K,K,K
6800,Z,P,K,K
6801,Z,K,K,K
6802,Z,K,K,K
6803,Z,K,K,K
6804,Z,K,P,P
6805,Z,P,K,K
6806,Z,P,P,P
6807,Z,P,P,P
6808,Z,K,K,K
6809,Z,P,K,P
6810,Z,K,K,K
6811,Z,K,K,K
6812,Z,P,K,K
6813,Z,K,K,K
6814,Z,K,K,K
6815,Z,K,K,K
6816,Z,K,K,K
6817,Z,P,K,P
6818,Z,K,K,K
6819,Z,K,K,K
6820,Z,P,P,P
6821,Z,P,K,P
6822,Z,P,P,P
6823,Z,K,P,K
6824,Z,P,P,P
6825,Z,P,P,P
6826,Z,K,K,K
6827,Z,K,K,K
6828,Z,P,K,P
6829,Z,P,K,P
6830,Z,K,K,P
6831,Z,P,P,P
6832,Z,K,K,K
6833,Z,K,K,K
6834,Z,K,K,P
6835,Z,K,K,P
6836,Z,K,K,P
6837,Z,P,P,P
6838,Z,P,P,K
6839,Z,K,K,K
6840,Z,K,K,K
6841,Z,K,P,K
6842,Z,K,K,K
6843,Z,K,K,P
6844,Z,P,P,P
6845,Z,P,P,K
6846,Z,P,P,K
6847,Z,K,K,P
6848,Z,P,P,K
6849,Z,K,K,K
6850,Z,K,K,K
6851,Z,K,P,K
6852,Z,K,K,K
6853,Z,P,K,P
6854,Z,K,K,K
6855,Z,K,K,P
6856,Z,K,K,K
6857,Z,K,K,P
6858,Z,K,K,K
6859,Z,P,P,P
6860,Z,P,K,P
6861,Z,P,P,P
6862,Z,K,P,K
6863,Z,P,P,P
6864,Z,P,P,K
6865,Z,P,P,P
6866,Z,P,P,P
6867,Z,K,K,K
6868,Z,K,K,K
6869,Z,P,P,P
6870,Z,K,K,K
6871,Z,P,K,P
6872,Z,K,K,K
6873,Z,P,P,P
6874,Z,K,K,K
6875,Z,P,P,P
6876,Z,K,K,K
6877,Z,P,P,P
6878,Z,P,P,P
6879,Z,K,K,K
6880,Z,P,P,P
6881,Z,P,P,P
6882,Z,P,P,K
6883,Z,P,K,P
6884,Z,P,P,P
6885,Z,P,K,P
6886,Z,P,K,P
6887,Z,P,P,P
6888,Z,P,K,P
6889,Z,K,K,K
6890,Z,K,K,K
6891,Z,K,P,P
6892,Z,P,P,P
6893,Z,K,K,K
6894,Z,K,K,K
6895,Z,P,P,P
6896,Z,P,K,K
6897,Z,K,K,K
6898,Z,K,K,K
6899,Z,P,P,P
6900,Z,K,P,P
6901,Z,P,K,K
6902,Z,K,K,K
6903,Z,P,P,K
6904,Z,K,K,P
6905,Z,K,K,P
6906,Z,K,K,K
6907,Z,P,P,P
6908,Z,K,K,K
6909,Z,K,K,K
6910,Z,K,K,K
6911,Z,K,K,K
6912,Z,K,P,K
6913,Z,K,K,K
6914,Z,P,P,P
6915,Z,P,K,P
6916,Z,K,K,P
6917,Z,P,P,P
6918,Z,P,K,P
6919,Z,P,K,P
6920,Z,K,P,K
6921,Z,P,P,P
6922,Z,K,K,K
6923,Z,K,K,K
6924,Z,K,K,K
6925,Z,K,K,K
6926,Z,K,K,K
6927,Z,K,K,K
6928,Z,P,K,P
6929,Z,K,K,K
6930,Z,K,K,P
6931,Z,P,P,P
6932,Z,K,K,K
6933,Z,K,K,K
6934,Z,P,K,P
6935,Z,P,P,P
6936,Z,K,K,K
6937,Z,K,K,K
6938,Z,K,K,K
6939,Z,K,K,K
6940,Z,K,K,K
6941,Z,P,P,P
6942,Z,P,P,P
6943,Z,P,P,P
6944,Z,K,P,K
6945,Z,K,K,K
6946,Z,P,P,P
6947,Z,P,P,P
6948,Z,P,P,P
6949,Z,P,P,P
6950,Z,K,K,K
6951,Z,P,P,P
6952,Z,P,K,K
6953,Z,K,K,K
6954,Z,P,P,P
6955,Z,K,P,K
6956,Z,P,P,P
6957,Z,K,K,K
6958,Z,K,K,K
6959,Z,P,K,P
6960,Z,P,P,P
6961,Z,K,K,K
6962,Z,K,P,K
6963,Z,P,K,K
6964,Z,P,P,P
6965,Z,P,K,K
6966,Z,K,K,K
6967,Z,P,P,P
6968,Z,P,P,P
6969,Z,K,P,P
6970,Z,P,K,K
6971,Z,K,K,K
6972,Z,P,P,P
6973,Z,P,P,P
6974,Z,P,P,K
6975,Z,K,K,K
6976,Z,K,K,K
6977,Z,P,K,P
6978,Z,P,P,P
6979,Z,P,P,P
6980,Z,P,K,K
6981,Z,P,P,P
6982,Z,P,K,P
6983,Z,P,K,K
6984,Z,K,K,K
6985,Z,P,P,P
6986,Z,P,K,K
6987,Z,K,K,K
6988,Z,P,P,K
6989,Z,K,K,P
6990,Z,P,P,P
6991,Z,K,K,K
6992,Z,K,K,P
6993,Z,P,P,K
6994,Z,K,K,P
6995,Z,P,P,K
6996,Z,K,P,K
6997,Z,K,K,K
6998,Z,K,K,K
6999,Z,P,K,P
7000,Z,K,K,K
7001,Z,P,P,P
7002,Z,K,K,K
7003,Z,P,K,K
7004,Z,K,K,K
7005,Z,P,P,P
7006,Z,K,K,K
7007,Z,P,K,P
7008,Z,P,P,P
7009,Z,P,P,P
7010,Z,P,P,P
7011,Z,K,K,K
7012,Z,K,K,K
7013,Z,P,P,P
7014,Z,P,P,P
7015,Z,K,K,K
7016,Z,P,P,P
7017,Z,P,K,P
7018,Z,P,P,P
7019,Z,P,P,K
7020,Z,K,K,P
7021,Z,P,P,P
7022,Z,P,K,P
7023,Z,K,K,K
7024,Z,P,K,K
7025,Z,K,K,K
7026,Z,P,P,P
7027,Z,K,K,K
7028,Z,K,K,K
7029,Z,P,P,P
7030,Z,K,K,K
7031,Z,P,K,K
7032,Z,P,P,P
7033,Z,P,K,K
7034,Z,P,P,P
7035,Z,P,P,P
7036,Z,P,K,K
7037,Z,K,P,K
7038,Z,P,K,P
7039,Z,K,K,K
7040,Z,K,K,K
7041,Z,K,K,K
7042,Z,K,P,K
7043,Z,P,P,K
7044,Z,P,P,P
7045,Z,P,P,P
7046,Z,K,K,K
7047,Z,K,K,K
7048,Z,P,P,P
7049,Z,P,P,P
7050,Z,K,K,K
7051,Z,P,P,P
7052,Z,K,K,P
7053,Z,K,K,K
7054,Z,K,K,K
7055,Z,K,K,P
7056,Z,P,K,P
7057,Z,P,P,P
7058,Z,K,K,K
7059,Z,K,K,K
7060,Z,K,K,K
7061,Z,K,K,K
7062,Z,P,K,P
7063,Z,P,K,P
7064,Z,P,K,P
7065,Z,P,P,P
7066,Z,K,K,K
7067,Z,P,P,P
7068,Z,K,K,K
7069,Z,K,K,K
7070,Z,K,K,K
7071,Z,K,K,K
7072,Z,K,K,K
7073,Z,P,P,K
7074,Z,P,P,P
7075,Z,P,P,P
7076,Z,K,K,K
7077,Z,P,P,P
7078,Z,K,K,K
7079,Z,K,P,K
7080,Z,K,K,K
7081,Z,K,K,P
7082,Z,P,P,P
7083,Z,P,K,K
7084,Z,K,K,K
7085,Z,K,K,K
7086,Z,K,K,K
7087,Z,P,K,K
7088,Z,P,P,P
7089,Z,K,K,P
7090,Z,P,K,P
7091,Z,P,P,K
7092,Z,P,P,K
7093,Z,P,K,P
7094,Z,K,K,K
7095,Z,P,P,P
7096,Z,P,K,K
7097,Z,P,K,K
7098,Z,K,K,P
7099,Z,P,P,K
7100,Z,K,K,K
7101,Z,P,P,P
7102,Z,K,K,K
7103,Z,K,K,K
7104,Z,K,K,P
7105,Z,K,K,K
7106,Z,P,K,P
7107,Z,K,K,K
7108,Z,P,K,K
7109,Z,P,P,K
7110,Z,K,K,P
7111,Z,P,K,P
7112,Z,P,P,P
7113,Z,K,K,K
7114,Z,P,K,P
7115,Z,P,P,P
7116,Z,P,P,P
7117,Z,P,P,P
7118,Z,K,K,P
7119,Z,P,P,P
7120,Z,K,P,K
7121,Z,K,K,K
7122,Z,P,K,P
7123,Z,P,P,P
7124,Z,K,P,P
7125,Z,K,K,K
7126,Z,K,P,K
7127,Z,K,K,K
7128,Z,P,K,P
7129,Z,K,K,P
7130,Z,K,K,K
7131,Z,P,P,K
7132,Z,K,K,K
7133,Z,P,P,K
7134,Z,P,P,K
7135,Z,P,P,P
7136,Z,K,K,K
7137,Z,K,K,P
7138,Z,P,K,K
7139,Z,P,P,P
7140,Z,K,P,K
7141,Z,K,K,P
7142,Z,P,P,P
7143,Z,K,P,K
7144,Z,P,P,P
7145,Z,K,K,K
7146,Z,P,K,P
7147,Z,P,P,K
7148,Z,P,K,P
7149,Z,P,P,P
7150,Z,K,P,K
7151,Z,P,P,P
7152,Z,P,K,P
7153,Z,P,P,P
7154,Z,P,P,K
7155,Z,K,K,K
7156,Z,P,K,P
7157,Z,P,K,P
7158,Z,K,P,K
7159,Z,K,K,P
7160,Z,P,P,P
7161,Z,K,K,P
7162,Z,P,P,P
7163,Z,P,K,P
7164,Z,K,K,P
7165,Z,P,K,P
7166,Z,P,K,P
7167,Z,P,K,K
7168,Z,K,K,K
7169,Z,P,P,P
7170,Z,P,P,K
7171,Z,K,K,K
7172,Z,P,K,K
7173,Z,K,K,K
7174,Z,K,P,P
7175,Z,P,P,P
7176,Z,K,K,K
7177,Z,P,K,P
7178,Z,P,K,P
7179,Z,P,P,P
7180,Z,K,K,K
7181,Z,P,K,P
7182,Z,K,K,K
7183,Z,P,P,P
7184,Z,K,K,K
7185,Z,P,K,K
7186,Z,K,P,K
7187,Z,P,P,P
7188,Z,K,K,P
7189,Z,P,P,K
7190,Z,K,K,K
7191,Z,P,K,P
7192,Z,P,K,P
7193,Z,K,P,P
7194,Z,K,K,K
7195,Z,K,K,P
7196,Z,K,K,K
7197,Z,P,P,K
7198,Z,K,K,K
7199,Z,K,K,K
7200,Z,K,K,K
7201,Z,P,P,P
7202,Z,K,P,P
7203,Z,P,P,K
7204,Z,P,P,P
7205,Z,P,P,P
7206,Z,K,K,K
7207,Z,P,P,P
7208,Z,K,K,K
7209,Z,K,K,K
7210,Z,P,P,P
7211,Z,P,P,P
7212,Z,P,P,K
7213,Z,P,P,P
7214,Z,K,K,K
7215,Z,P,K,P
7216,Z,K,K,K
7217,Z,K,K,K
7218,Z,P,K,K
7219,Z,P,P,P
7220,Z,P,P,P
7221,Z,P,P,P
7222,Z,P,K,P
7223,Z,P,P,P
7224,Z,K,K,K
7225,Z,K,P,K
7226,Z,K,K,P
7227,Z,K,K,K
7228,Z,K,K,K
7229,Z,P,P,P
7230,Z,P,P,P
7231,Z,K,K,K
7232,Z,K,K,K
7233,Z,K,K,P
7234,Z,K,K,K
7235,Z,K,K,P
7236,Z,K,P,K
7237,Z,P,P,P
7238,Z,K,P,P
7239,Z,P,P,P
7240,Z,P,P,P
7241,Z,P,P,P
7242,Z,P,P,P
7243,Z,K,P,K
7244,Z,P,K,P
7245,Z,K,K,K
7246,Z,P,K,P
7247,Z,P,K,P
7248,Z,P,P,P
7249,Z,P,P,K
7250,Z,K,K,K
7251,Z,K,K,P
7252,Z,K,K,K
7253,Z,K,K,K
7254,Z,P,K,P
7255,Z,K,P,K
7256,Z,K,K,K
7257,Z,P,K,K
7258,Z,K,K,K
7259,Z,K,K,K
7260,Z,P,P,P
7261,Z,K,K,K
7262,Z,K,K,K
7263,Z,P,P,K
7264,Z,K,K,P
7265,Z,P,K,P
7266,Z,K,K,P
7267,Z,P,P,K
7268,Z,P,K,K
7269,Z,K,K,P
7270,Z,P,P,P
7271,Z,P,P,P
7272,Z,P,P,P
7273,Z,P,K,K
7274,Z,P,P,P
7275,Z,P,P,P
7276,Z,P,P,K
7277,Z,K,K,P
7278,Z,K,K,K
7279,Z,P,P,P
7280,Z,K,K,K
7281,Z,P,P,K
7282,Z,P,K,P
7283,Z,K,K,K
7284,Z,P,P,P
7285,Z,K,K,K
7286,Z,K,P,K
7287,Z,P,P,P
7288,Z,K,K,K
7289,Z,K,K,K
7290,Z,K,K,K
7291,Z,K,K,K
7292,Z,K,K,K
7293,Z,P,P,P
7294,Z,K,K,P
7295,Z,P,P,K
7296,Z,P,K,K
7297,Z,P,P,P
7298,Z,K,K,P
7299,Z,K,K,K
7300,Z,K,K,K
7301,Z,K,K,K
7302,Z,P,P,P
7303,Z,P,P,P
7304,Z,P,K,K
7305,Z,P,K,P
7306,Z,P,P,P
7307,Z,P,P,P
7308,Z,P,P,P
7309,Z,P,P,P
7310,Z,K,K,K
7311,Z,K,K,K
7312,Z,K,K,P
7313,Z,P,K,K
7314,Z,K,K,K
7315,Z,P,P,P
7316,Z,P,K,K
7317,Z,K,K,P
7318,Z,K,K,K
7319,Z,P,P,P
7320,Z,K,K,P
7321,Z,K,K,K
7322,Z,K,K,K
7323,Z,K,K,P
7324,Z,K,P,K
7325,Z,P,P,P
7326,Z,K,K,K
7327,Z,P,K,P
7328,Z,K,K,K
7329,Z,P,P,K
7330,Z,P,K,P
7331,Z,P,K,P
7332,Z,P,P,K
7333,Z,K,K,K
7334,Z,P,K,P
7335,Z,K,K,K
7336,Z,K,K,K
7337,Z,K,P,P
7338,Z,K,K,K
7339,Z,P,K,P
7340,Z,K,K,P
7341,Z,K,K,K
7342,Z,K,K,K
7343,Z,P,P,P
7344,Z,P,P,P
7345,Z,K,K,P
7346,Z,K,P,K
7347,Z,P,K,P
7348,Z,P,P,P
7349,Z,P,P,P
7350,Z,K,K,K
7351,Z,K,K,K
7352,Z,K,K,K
7353,Z,P,K,K
7354,Z,P,K,P
7355,Z,K,K,K
7356,Z,K,K,K
7357,Z,K,K,K
7358,Z,K,K,K
7359,Z,K,K,K
7360,Z,K,K,K
7361,Z,K,P,K
7362,Z,P,P,P
7363,Z,K,K,P
7364,Z,P,P,K
7365,Z,K,K,P
7366,Z,P,P,P
7367,Z,P,P,P
7368,Z,P,P,P
7369,Z,P,P,P
7370,Z,P,P,P
7371,Z,P,K,P
7372,Z,P,K,K
7373,Z,P,P,P
7374,Z,K,K,K
7375,Z,K,K,K
7376,Z,K,K,K
7377,Z,P,K,P
7378,Z,P,K,K
7379,Z,P,P,P
7380,Z,K,P,P
7381,Z,K,P,K
7382,Z,K,P,K
7383,Z,K,P,K
7384,Z,P,P,P
7385,Z,K,K,K
7386,Z,P,P,P
7387,Z,K,K,K
7388,Z,P,K,P
7389,Z,P,K,K
7390,Z,P,P,P
7391,Z,K,K,P
7392,Z,K,K,K
7393,Z,P,K,K
7394,Z,P,P,P
7395,Z,P,P,K
7396,Z,P,K,K
7397,Z,K,K,K
7398,Z,P,P,P
7399,Z,P,K,K
7400,Z,P,P,P
7401,Z,P,K,P
7402,Z,P,P,P
7403,Z,P,P,K
7404,Z,K,P,K
7405,Z,P,P,P
7406,Z,P,P,P
7407,Z,K,K,K
7408,Z,P,P,P
7409,Z,K,P,K
7410,Z,P,P,K
7411,Z,P,K,K
7412,Z,K,K,K
7413,Z,K,K,K
7414,Z,P,K,P
7415,Z,K,K,K
7416,Z,P,P,P
7417,Z,P,K,P
7418,Z,P,P,P
7419,Z,K,P,P
7420,Z,K,K,K
7421,Z,K,K,K
7422,Z,P,P,P
7423,Z,P,K,P
7424,Z,P,P,P
7425,Z,K,P,K
7426,Z,P,P,P
7427,Z,P,P,P
7428,Z,P,P,P
7429,Z,K,K,P
7430,Z,P,P,P
7431,Z,P,P,P
7432,Z,K,K,K
7433,Z,K,K,P
7434,Z,P,P,P
7435,Z,P,P,P
7436,Z,P,P,K
7437,Z,P,P,P
7438,Z,K,K,P
7439,Z,K,K,K
7440,Z,K,P,K
7441,Z,P,P,P
7442,Z,K,K,K
7443,Z,P,K,P
7444,Z,K,K,K
7445,Z,K,K,K
7446,Z,P,K,P
7447,Z,K,P,K
7448,Z,K,K,K
7449,Z,K,K,K
7450,Z,P,P,P
7451,Z,K,K,K
7452,Z,P,P,P
7453,Z,K,K,P
7454,Z,P,K,K
7455,Z,P,K,P
7456,Z,P,P,K
7457,Z,P,K,P
7458,Z,P,P,K
7459,Z,P,P,P
7460,Z,K,K,K
7461,Z,P,K,P
7462,Z,P,P,P
7463,Z,K,K,P
7464,Z,P,P,P
7465,Z,P,K,K
7466,Z,K,K,K
7467,Z,K,K,K
7468,Z,K,K,K
7469,Z,K,K,K
7470,Z,K,K,K
7471,Z,K,K,K
7472,Z,P,K,P
7473,Z,K,K,K
7474,Z,K,K,K
7475,Z,P,K,K
7476,Z,K,K,K
7477,Z,K,K,K
7478,Z,P,K,K
7479,Z,P,P,P
7480,Z,K,K,K
7481,Z,K,K,K
7482,Z,K,K,P
7483,Z,K,K,K
7484,Z,K,K,K
7485,Z,P,K,P
7486,Z,K,K,K
7487,Z,P,K,P
7488,Z,P,K,P
7489,Z,K,K,K
7490,Z,K,K,K
7491,Z,P,P,P
7492,Z,P,P,K
7493,Z,P,P,K
7494,Z,P,K,K
7495,Z,P,K,K
7496,Z,P,K,K
7497,Z,K,K,K
7498,Z,P,K,K
7499,Z,K,K,K
7500,Z,K,P,K
7501,Z,P,K,P
7502,Z,P,P,K
7503,Z,P,P,P
7504,Z,K,K,K
7505,Z,K,K,K
7506,Z,K,K,K
7507,Z,P,P,K
7508,Z,K,K,K
7509,Z,K,K,K
7510,Z,K,K,K
7511,Z,K,K,P
7512,Z,P,P,K
7513,Z,P,P,P
7514,Z,K,K,P
7515,Z,K,K,K
7516,Z,K,K,K
7517,Z,K,P,K
7518,Z,K,K,P
7519,Z,P,K,K
7520,Z,K,K,K
7521,Z,P,P,P
7522,Z,K,P,K
7523,Z,P,K,P
7524,Z,K,K,K
7525,Z,K,K,K
7526,Z,P,P,P
7527,Z,K,K,K
7528,Z,K,P,P
7529,Z,P,P,P
7530,Z,P,P,P
7531,Z,P,P,P
7532,Z,K,K,K
7533,Z,K,K,K
7534,Z,K,K,K
7535,Z,K,K,K
7536,Z,P,P,K
7537,Z,P,K,P
7538,Z,K,K,P
7539,Z,K,K,K
7540,Z,K,K,K
7541,Z,P,P,P
7542,Z,P,P,P
7543,Z,P,P,P
7544,Z,P,P,P
7545,Z,P,K,P
7546,Z,K,K,K
7547,Z,P,K,P
7548,Z,K,K,K
7549,Z,P,P,P
7550,Z,K,K,K
7551,Z,P,P,P
7552,Z,P,K,P
7553,Z,P,P,P
7554,Z,P,P,K
7555,Z,P,K,P
7556,Z,K,P,K
7557,Z,P,P,P
7558,Z,P,P,P
7559,Z,K,K,K
7560,Z,K,K,K
7561,Z,P,P,P
7562,Z,P,K,P
7563,Z,P,K,P
7564,Z,K,K,K
7565,Z,K,K,K
7566,Z,K,P,P
7567,Z,P,P,P
7568,Z,P,K,P
7569,Z,K,K,P
7570,Z,K,K,K
7571,Z,K,K,P
7572,Z,P,K,P
7573,Z,K,K,K
7574,Z,K,K,K
7575,Z,P,P,K
7576,Z,K,K,K
7577,Z,P,P,P
7578,Z,K,K,P
7579,Z,K,K,K
7580,Z,P,K,K
7581,Z,K,P,P
7582,Z,K,K,P
7583,Z,P,P,P
7584,Z,K,K,K
7585,Z,K,K,K
7586,Z,P,P,P
7587,Z,P,P,P
7588,Z,K,K,K
7589,Z,K,K,K
7590,Z,P,P,K
7591,Z,K,K,K
7592,Z,P,K,K
7593,Z,K,K,K
7594,Z,K,K,K
7595,Z,P,P,P
7596,Z,K,K,K
7597,Z,P,P,K
7598,Z,P,P,P
7599,Z,K,K,K
7600,Z,K,K,K
7601,Z,K,P,P
7602,Z,K,K,K
7603,Z,K,K,K
7604,Z,K,K,K
7605,Z,K,K,P
7606,Z,K,K,K
7607,Z,K,K,P
7608,Z,P,P,P
7609,Z,K,K,K
7610,Z,K,K,K
7611,Z,P,P,P
7612,Z,P,K,P
7613,Z,K,K,P
7614,Z,P,K,P
7615,Z,P,P,P
7616,Z,K,K,K
7617,Z,P,K,K
7618,Z,K,K,K
7619,Z,P,P,P
7620,Z,P,K,P
7621,Z,P,K,P
7622,Z,K,K,K
7623,Z,K,K,K
7624,Z,P,P,P
7625,Z,K,K,K
7626,Z,P,P,P
7627,Z,K,K,K
7628,Z,P,P,P
7629,Z,K,K,K
7630,Z,K,K,P
7631,Z,K,K,P
7632,Z,K,P,K
7633,Z,P,P,K
7634,Z,P,K,P
7635,Z,K,P,K
7636,Z,K,K,K
7637,Z,K,K,K
7638,Z,K,P,K
7639,Z,K,K,K
7640,Z,P,P,P
7641,Z,P,K,P
7642,Z,P,K,P
7643,Z,K,K,K
7644,Z,K,K,K
7645,Z,K,K,P
7646,Z,P,K,P
7647,Z,P,P,K
7648,Z,K,K,P
7649,Z,K,K,P
7650,Z,K,K,K
7651,Z,K,K,K
7652,Z,K,K,P
7653,Z,P,P,K
7654,Z,K,K,K
7655,Z,K,K,K
7656,Z,K,K,P
7657,Z,K,K,P
7658,Z,K,K,K
7659,Z,P,P,P
7660,Z,K,P,K
7661,Z,K,K,K
7662,Z,P,P,P
7663,Z,P,K,P
7664,Z,K,K,P
7665,Z,P,P,P
7666,Z,P,P,P
7667,Z,K,P,P
7668,Z,K,P,K
7669,Z,P,K,P
7670,Z,P,P,K
7671,Z,P,P,P
7672,Z,P,P,P
7673,Z,K,K,K
7674,Z,P,P,P
7675,Z,P,P,P
7676,Z,P,P,P
7677,Z,K,K,K
7678,Z,P,P,P
7679,Z,K,K,K
7680,Z,P,P,P
7681,Z,P,P,P
7682,Z,K,K,K
7683,Z,K,K,K
7684,Z,K,K,K
7685,Z,P,P,P
7686,Z,P,P,K
7687,Z,P,P,P
7688,Z,K,P,P
7689,Z,P,P,P
7690,Z,P,K,P
7691,Z,K,K,P
7692,Z,P,P,K
7693,Z,K,K,K
7694,Z,K,K,K
7695,Z,P,P,P
7696,Z,K,K,K
7697,Z,P,P,K
7698,Z,P,P,K
7699,Z,K,K,P
7700,Z,K,K,K
7701,Z,P,P,P
7702,Z,P,P,P
7703,Z,K,P,K
7704,Z,K,K,K
7705,Z,P,P,K
7706,Z,K,K,P
7707,Z,K,K,P
7708,Z,P,P,P
7709,Z,K,K,K
7710,Z,K,K,K
7711,Z,K,K,P
7712,Z,K,P,K
